city,date,pm2_5,pm10,no,no2,so2,co,o3,aqi,aqi_bucket
Chennai,2017-01-25,225.8605133874162,265.1305402906961,45.60859803706744,65.66275194760658,17.57025119885148,0.8499098541918724,118.03851776623792,196.13034349985557,Unhealthy
Chennai,2017-01-26,168.3021619396818,212.16148266574504,11.98270758544244,81.77726063626613,54.52299314398317,1.7662029145465359,47.29327701535708,144.21975896968794,Unhealthy
Bengaluru,2017-01-27,216.10019239237596,344.6327523057388,69.22432189085693,42.360650169775205,53.82735543185279,2.2018568975350252,112.91984936430423,203.7966815471741,Very Poor
Chennai,2017-01-28,271.5951727875822,366.4952411399248,5.689778871247223,18.11772342928257,41.49259730094307,0.5101231676924374,27.688885655924853,216.44618409588932,Very Poor
Mumbai,2017-01-29,155.97185100414345,228.75123102221806,79.58430969581156,24.07402021418763,5.994144998853647,1.4877874303668692,29.67049801434617,132.07767333080332,Unhealthy
Pune,2017-01-30,201.8972117332201,330.788489202405,54.320966922525756,55.464688266837726,10.152112230545086,1.235431606118867,39.1722604449898,180.48722462277277,Unhealthy
Hyderabad,2017-01-31,185.16383731695228,332.20883747545355,41.50566147195914,82.48790301748431,28.891690103073575,1.2001568153893514,80.96136982336213,183.46475041998775,Unhealthy
Ahmedabad,2017-02-01,157.9049542692819,195.23897256100813,59.1839086446129,32.46178899526846,6.337378153729961,1.7909445918143356,29.482174734775384,127.14288549332451,Unhealthy
Chennai,2017-02-02,151.58446391746403,200.72291176901024,71.26205166996942,69.81750191179312,57.41895158631743,1.1615006093410274,70.80414635190388,137.07939377409417,Unhealthy
Ahmedabad,2017-02-03,289.81359358499077,419.2349173504212,27.083666905218927,40.807818288154024,51.812516933427126,1.1338440103125553,28.644202135470174,238.56340251848906,Very Poor
Delhi,2017-02-04,130.51361070665223,258.7034504083358,74.75126261081239,15.633290467963512,16.490529468844812,1.8422870336481012,49.45114594257803,128.45105367030524,Unhealthy
Ahmedabad,2017-02-05,165.1323026618463,297.9645327317601,60.55764633156533,65.76125927962144,43.63662461929101,1.2189823024395103,42.29510286909427,157.19420437905617,Unhealthy
Ahmedabad,2017-02-06,137.53863980495743,183.40761190818156,50.863528314926036,16.52753443201923,5.285167452569272,1.7557888298972721,31.370134886324646,113.37762270458187,Unhealthy
Pune,2017-02-07,216.55072563215694,337.9616993532111,71.75040063631747,37.03961254812286,25.65706239519692,0.687963879681738,73.61081550957914,194.29382704344883,Unhealthy
Hyderabad,2017-02-08,111.88274689292494,143.58857323480913,78.63806662328983,77.11468016554906,52.32225400714214,1.000502721031728,14.271820787236553,95.22492026742651,Moderate
Ahmedabad,2017-02-09,120.85337959515361,148.64185136641748,44.168244504110326,71.59948424788887,16.870156512326375,1.7457809516380005,19.38822114931448,101.19265272551208,Unhealthy
Kolkata,2017-02-10,74.42640951856444,142.01595622649944,57.46341580753954,21.06824739342411,12.30099822336334,2.4390737342283177,88.60546145979472,85.44431303588348,Moderate
Bengaluru,2017-02-11,242.65213453523702,290.56864971192743,37.92285655292271,16.276510507381275,6.394290887850163,2.42529682935585,101.95781325634265,201.45901091201068,Very Poor
Delhi,2017-02-12,212.77997221430257,230.9270755854847,73.64102957198604,45.388178378488355,18.188304753657178,0.6877465801625835,30.115259681803806,163.1372709984578,Unhealthy
Kolkata,2017-02-13,98.381491144864,242.06263043771116,60.34226875218264,54.34832420091205,38.644641042889376,1.3392001248555798,37.250408845127325,110.48818584909091,Unhealthy
Pune,2017-02-14,64.42100533989749,91.2440560326874,30.64097500373012,17.34392526507535,10.178634354770807,1.1228266187825884,117.74615814836594,75.74293803266694,Moderate
Kolkata,2017-02-15,152.76867214445105,176.46545463559124,41.871190633762424,47.87774166244525,14.526102845050834,1.367703298475946,53.835520783711075,127.23230532233052,Unhealthy
Mumbai,2017-02-16,285.76080484558804,419.8960590673147,24.567021750628548,11.22436322323078,56.338996944371566,1.5020797678305184,69.33151932400688,241.8483544233814,Very Poor
Kolkata,2017-02-17,65.62163958280031,85.50126421886048,53.18144586547367,12.120904843329745,37.21765697004048,2.380460482849915,73.30215956634669,65.78359503277457,Moderate
Mumbai,2017-02-18,180.5427716681413,208.53282112088874,65.84031325520021,75.65115805951643,39.4266818555865,2.140853687542536,81.66332490435667,155.8757308450714,Unhealthy
Bengaluru,2017-02-19,74.821517741003,94.53209986352617,12.558350103307,11.457746052123978,10.194362841576062,1.8660135468327137,17.83075133062519,61.02910371454416,Moderate
Pune,2017-02-20,127.91105387035822,233.3369675265488,30.546842709818,30.855562258872247,32.28205998613734,1.8857807173838788,48.31702648985171,123.37188196434644,Unhealthy
Bengaluru,2017-02-21,265.6921637875748,378.60210992011883,65.26106977886364,32.562765805704515,14.759174907884756,2.0012295032817167,98.75182131939904,231.57314472226145,Very Poor
Delhi,2017-02-22,224.86137148389926,252.73793360304444,23.75123369120785,56.443520987512784,52.69141339653471,1.6237333842875472,36.24565457693742,175.8717554766973,Unhealthy
Ahmedabad,2017-02-23,230.24389898161925,345.8799013534748,12.734290162694945,82.20423253436533,32.788880484632145,2.1529149322154835,45.20545611336729,201.55944423761457,Very Poor
Bengaluru,2017-02-24,47.99576840532175,65.4837099499534,76.89061226623987,77.77145152764719,24.519785475449634,2.413601770252913,84.44468948667337,61.76070924275095,Moderate
Chennai,2017-02-25,180.5626086745201,279.01981837829203,38.63341414837398,33.456861735845166,23.076549995345378,1.8450369121540768,92.7611982381448,167.98319383413192,Unhealthy
Ahmedabad,2017-02-26,238.76289413193672,264.64793841437944,74.81968292654695,87.93985668275282,59.7762183116681,0.6117423093547001,91.07391124701097,199.3198026665217,Unhealthy
Kolkata,2017-02-27,118.25620351458203,144.64558581444686,15.72437615396269,70.92085053739778,39.00199348239436,0.7022453522455805,19.25174867264972,98.99965370845011,Moderate
Kolkata,2017-02-28,82.32139691988854,147.8526211934838,71.89226815825825,21.72838573536204,33.23293927808161,0.9664561448490556,73.94359589494606,87.69278045116646,Moderate
Kolkata,2017-03-01,123.77980117872946,247.5717405947798,76.04364330378941,88.88008510582966,46.43580018924179,1.2525191710618315,19.185078836853563,124.12927298627437,Unhealthy
Kolkata,2017-03-02,125.83652523423125,234.54833623576363,23.654311582271596,36.42020232152788,28.894851446854926,1.0073643477462775,54.572229545955885,124.38439600561232,Unhealthy
Hyderabad,2017-03-03,35.76491719091446,62.399425468444534,13.814468508282866,61.93682416928509,46.03246835959828,1.6667375301943193,115.83898033219961,59.72382217251457,Moderate
Ahmedabad,2017-03-04,153.76016944646375,175.36495448353332,44.627759097290685,44.906866528524475,49.116008696470374,2.4558013375085417,71.1605542506843,130.67587312292784,Unhealthy
Ahmedabad,2017-03-05,269.52007183545993,353.3982271075419,79.47235970894752,15.903725178831909,35.46198564207265,2.438605071238198,67.54076285871636,220.5382064288648,Very Poor
Delhi,2017-03-06,80.70654984421753,131.93570240173773,79.6873531272028,65.75400446910518,26.131100725857095,1.9742014116860385,110.6779775836017,95.45141136608717,Moderate
Mumbai,2017-03-07,286.11521554143644,420.7521452861647,39.17425645892847,59.61060782412294,20.255965063962297,0.8762423194475226,61.00682454339804,245.37046251904306,Very Poor
Mumbai,2017-03-08,84.2305287973859,131.46183829237935,32.02588214039512,30.795989028341015,29.928246575585707,0.5646319022193009,40.77398578858403,79.64202811771973,Moderate
Kolkata,2017-03-09,247.86260551794564,353.72496967548875,17.196270450866848,82.8741747595074,50.23954836077429,2.399599826583848,89.82914592271959,220.92954335456523,Very Poor
Ahmedabad,2017-03-10,277.36943451395666,298.9542133188995,70.74961144443445,54.1270298035256,14.065884362535051,1.3225102331707381,95.53625121087481,222.99551314328573,Very Poor
Mumbai,2017-03-11,296.4373162081844,327.49568096267836,49.559803651410135,40.47126853048172,58.34529187980318,2.1842378462714174,102.21615751822516,238.2081526533211,Very Poor
Mumbai,2017-03-12,30.310122938077587,59.049419570166236,6.025397362024796,16.028724828196985,43.044291844290164,1.5686925500589262,92.4901824416969,47.06585435423112,Good
Bengaluru,2017-03-13,175.52087756873567,293.1791156940071,75.8574297411821,77.97179125419292,18.60414559587587,1.401088270620187,24.207535666664448,159.03494818192146,Unhealthy
Bengaluru,2017-03-14,96.92490316725446,135.93677402838236,70.86655006093942,70.5599305737783,7.579305728517095,1.0373449640506147,12.44032162333318,85.19386377134818,Moderate
Mumbai,2017-03-15,165.68615625306214,283.81073109605165,44.012262583399504,78.1745200254832,35.3548761325967,1.6218759430707725,106.43189629241795,168.70905560677335,Unhealthy
Delhi,2017-03-16,185.1876511985381,262.3940865811246,36.54018339988063,72.77346111554476,40.16487463358333,2.1100893350387238,109.34661645442888,174.21931231793423,Unhealthy
Pune,2017-03-17,24.07250638700694,83.15476461993052,49.24382651409748,41.379523607978584,29.061120711305097,2.308317388987497,48.30810137256304,42.46677875280004,Good
Hyderabad,2017-03-18,146.25492527650925,283.72090425296744,27.346958865646286,51.888182081200895,43.37030293214048,2.0929435513477546,60.528148874078965,147.166091471784,Unhealthy
Delhi,2017-03-19,157.7925620622707,203.94677642412486,39.4351817178696,88.40260602283817,32.09399516960783,1.1575032205750164,79.67409397483983,144.4607157132121,Unhealthy
Pune,2017-03-20,115.6376989278326,200.85457726780243,39.508936923767905,56.78128847593229,27.016526890065474,1.8953351473938636,29.807399958422838,109.62937375675459,Unhealthy
Chennai,2017-03-21,116.7868393306817,252.33721671752335,40.54712301971543,63.40461908168217,14.477592916089641,0.8845780376173416,14.495547789312674,118.10043447487627,Unhealthy
Kolkata,2017-03-22,116.6231357902683,175.289825817844,7.385351111387385,53.89722473659269,34.393292705288765,1.2119829685439722,108.36389891855183,120.4320353160726,Unhealthy
Delhi,2017-03-23,160.95683583935994,267.61211184747106,7.94841048808242,73.95283191272341,39.534521421999926,0.6635180638977438,106.0936486517455,162.61485321079564,Unhealthy
Ahmedabad,2017-03-24,125.64007026778032,136.00337368149084,70.12258302766901,16.761360614454553,37.85029452404868,2.4725139917336305,69.02497105860658,105.50184014335511,Unhealthy
Pune,2017-03-25,155.66643585348598,252.2221038677274,32.668522967732926,47.002777290651835,46.11090159735661,0.5733664057811958,37.76806387784228,140.53152920492215,Unhealthy
Ahmedabad,2017-03-26,212.4063415129327,340.62803568164077,61.22121740064406,12.437772218687533,52.69682395910978,1.208293341586251,53.68802157544907,186.31015942975307,Unhealthy
Pune,2017-03-27,95.38810466582667,158.20788750047384,6.505339833329478,35.76633324665426,16.629640384809953,1.1549947043558293,23.173834500117636,87.54703005769706,Moderate
Delhi,2017-03-28,116.01952199791288,192.37531379819075,31.632822745947855,61.90582722332608,31.377015596483762,1.6683989694283385,91.05047229344041,120.88550093961527,Unhealthy
Ahmedabad,2017-03-29,228.7230527716124,299.1553892437675,14.568522709667281,32.702072463897956,24.96952630192493,1.7918344826632024,72.7856135135803,192.01993418366555,Unhealthy
Pune,2017-03-30,159.50935539770325,215.7581427770312,75.0268867819906,10.60274905072598,17.39330387418905,1.2307136393481153,63.659078088961174,136.6983967771227,Unhealthy
Hyderabad,2017-03-31,72.23876673436561,122.1520903515042,18.003019647106612,81.74123397011401,9.412856011390321,1.5490227791405093,55.143650968862765,79.75265502826761,Moderate
Chennai,2017-04-01,299.2315497351504,434.7569865515133,48.1998813354245,83.39164904684253,5.291500351868298,2.450134325890285,63.98236571846629,257.7028102262554,Very Poor
Hyderabad,2017-04-02,207.22010157884068,347.33274005670273,46.75721697604473,55.72901515759199,20.398850151315628,2.038985866383874,30.574812341327572,184.76446278478562,Unhealthy
Hyderabad,2017-04-03,219.06669407428953,256.9976639016543,60.21853877738661,52.387201854489334,43.897655260444445,2.0355590028856776,19.601919754864298,170.0919839538974,Unhealthy
Hyderabad,2017-04-04,63.22156027677665,140.5811745364511,44.94420744136894,14.145882945794153,23.51323530066563,0.7688293538779485,16.971246752004454,64.53585269065886,Moderate
Chennai,2017-04-05,76.48452945246603,182.32454615564268,11.590108343199262,21.10598187536163,5.149099467788131,0.7333921282833626,62.04828211570815,89.22742856803936,Moderate
Hyderabad,2017-04-06,135.3154559612352,194.15701327725452,74.71468581858694,76.44955262301833,58.076480086658194,0.7485944469710895,90.39542227240086,132.2131703528505,Unhealthy
Delhi,2017-04-07,77.40050681490644,140.4925087098385,74.48370676922833,67.72772406010218,7.645205418024823,2.0630289635028296,101.07349758952411,93.78622707333595,Moderate
Kolkata,2017-04-08,76.45564961336846,109.3674816145671,17.31993484482447,75.16597761851057,41.58584713829101,1.5461308495382386,49.47135325358527,77.51218954216577,Moderate
Kolkata,2017-04-09,184.72586922261587,290.3433581010144,38.89614509742794,67.10259638842608,54.48170949106952,1.7482030883636752,69.37591681060964,171.01704923247536,Unhealthy
Ahmedabad,2017-04-10,160.76170922589415,203.27148654644856,72.46809299559264,40.711297709856915,34.89540736126938,2.3129442219290937,78.66617955053913,140.8395176033303,Unhealthy
Bengaluru,2017-04-11,140.82788007820392,197.42209010595172,59.79118526069761,65.49740859226708,14.170191799636074,2.2572582307468765,64.49659890443621,129.34741870040625,Unhealthy
Hyderabad,2017-04-12,270.28992325426816,390.69353282570245,16.375615979956336,34.93776542364386,18.666902689795617,1.987892585145354,13.68856782093573,219.5151582988261,Very Poor
Hyderabad,2017-04-13,219.93794302261196,299.09535122093274,61.597646889508745,18.2332824595316,34.50647433165271,1.2576431311138314,60.270024120984615,183.66537482564263,Unhealthy
Chennai,2017-04-14,131.24044135690283,252.86179256604032,16.243807051158033,28.340111618611317,44.72389126161865,1.9400730730921487,80.5262396173827,135.13183827699714,Unhealthy
Bengaluru,2017-04-15,178.34233725043268,288.607407713046,49.92720235829949,76.14390622472627,57.74911370102153,1.1850485143570868,35.00860813329857,161.50876241695786,Unhealthy
Ahmedabad,2017-04-16,149.36162502035714,291.9812925660113,16.501355233706015,56.89838656134378,32.82387733864563,1.7229084708692957,11.992120220292456,141.1653337235737,Unhealthy
Chennai,2017-04-17,186.02961347247003,210.33938646399798,73.90628916955599,73.20677096992694,6.266243263320064,1.8027344219764923,94.83713353717118,161.37078783346155,Unhealthy
Ahmedabad,2017-04-18,189.88021298719966,259.2585069695337,60.23331767185421,84.74936118152118,55.9062682098727,1.4016787428082642,22.456185042483078,159.75798101415532,Unhealthy
Kolkata,2017-04-19,66.34574290284112,102.43066603201802,67.81180917518691,36.571713012395115,22.129434522510266,0.9547912417542253,76.86838331736845,72.68985262253737,Moderate
Ahmedabad,2017-04-20,35.33325887016878,92.26087270059492,65.21400864485085,10.370561840368229,23.34245444301293,1.2963373871818866,69.11351632317152,50.978563423874505,Moderate
Bengaluru,2017-04-21,278.42886490357574,353.6268820282096,41.062773356680516,83.47637799514409,37.2887523275112,0.5656933404868767,110.40244091670417,240.36793484028505,Very Poor
Hyderabad,2017-04-22,69.38835622174253,149.1598444052697,36.41940871284109,83.187672085448,24.93166445141482,1.661176700556087,79.54907167114834,88.75472853469967,Moderate
Chennai,2017-04-23,79.55061961554335,161.6749351524971,78.16559867620671,46.71911904136104,35.651795288952634,2.221264035781468,68.85766908270244,90.5537425589477,Moderate
Pune,2017-04-24,160.6146028927479,253.96850531755405,10.03073580413206,69.99683763193423,16.544807620257217,2.2961085788814275,32.56536045302079,144.61375836368236,Unhealthy
Kolkata,2017-04-25,194.99327637429465,257.8749090159184,67.74236099692496,56.99628833872595,21.172457357153434,1.9281183995796565,68.04125031592645,168.37949888738888,Unhealthy
Hyderabad,2017-04-26,143.41356914270386,209.5203976652495,46.97302484811634,22.419219674457,15.006047177239912,2.2235712420270346,114.0727008346996,138.66732623878744,Unhealthy
Pune,2017-04-27,96.24451932168384,231.88477669632763,44.49338499944703,74.05998171888969,58.84122895887786,2.179577718913141,105.36931360126759,122.97907589224994,Unhealthy
Pune,2017-04-28,27.586877900975377,68.6629805715883,22.330609744105356,63.751419487898275,6.084079576490028,0.7082171639691477,97.99076939105083,53.49933089180534,Moderate
Bengaluru,2017-04-29,268.4889351037808,356.4299569734521,59.06098222328799,74.42519738863241,59.38008300754935,1.7063948043539592,98.75351638588447,232.72368196262096,Very Poor
Pune,2017-04-30,131.21138829316735,234.7433074130578,20.373822156186574,33.45181842088106,54.29847001866159,0.5260038470214721,19.40593839399149,119.78072515008165,Unhealthy
Ahmedabad,2017-05-01,257.4758667307274,284.66463128350654,70.73330569064704,61.434045089140255,43.71703743261802,2.321248007080608,78.72373981475762,207.55901209393053,Very Poor
Bengaluru,2017-05-02,92.6385613607619,155.79549850417925,49.27212068861058,31.4450912658301,39.32818993170237,1.3188233043824809,70.72518989371783,94.76792748654339,Moderate
Mumbai,2017-05-03,261.09904559292204,301.83051910425627,78.09104488991524,72.38070198304246,11.283085925621826,1.631553239933121,118.39040434659081,221.8317776849347,Very Poor
Ahmedabad,2017-05-04,243.95947166524826,313.4893622909409,6.685198124008805,31.494188750795686,34.78988180634768,1.7669564396522945,38.367645397652254,195.50055624542233,Unhealthy
Hyderabad,2017-05-05,200.61516697541225,269.6537178128717,14.920715834399779,82.04578409891086,43.01720216853099,1.8663677128909628,100.48422635028413,182.5397507302284,Unhealthy
Pune,2017-05-06,52.97030320923952,143.68260978123502,25.55414155154045,54.33424020126347,40.82812135935253,2.159483607414403,32.70633989366635,67.19636555972637,Moderate
Mumbai,2017-05-07,59.20519082492572,106.12092319377203,24.987379502816164,68.57476627672499,18.790186330887877,1.7661961267148951,64.37012351520985,70.55828138193174,Moderate
Mumbai,2017-05-08,276.03534485898876,344.663218343879,33.735389618712304,51.513416422627,7.583128172628028,0.8325667375121588,91.18369780690075,230.33839730191306,Very Poor
Bengaluru,2017-05-09,45.29434896173021,163.23237853669718,10.11872790155687,76.96631925624234,29.045636799648396,2.331027354583828,89.36861472340962,80.86400505851071,Moderate
Pune,2017-05-10,178.59329928313122,255.24035559100517,54.77533740219861,84.94637914598064,45.29146534656377,0.9298807571815135,13.430144856741315,151.52538764571295,Unhealthy
Chennai,2017-05-11,65.36388580964369,193.17803825304975,68.48058869859179,86.41890501787832,13.506967748577992,1.7466651018099815,62.16610395704066,92.39266184862777,Moderate
Delhi,2017-05-12,41.03857888602646,152.9850047545309,42.161848715464885,65.07219171421889,28.915503623206043,0.9928040664782136,100.10125494416197,77.6437605541737,Moderate
Kolkata,2017-05-13,20.655029375217914,166.13294372421,5.394036391878869,18.24749968109959,22.302810624517598,2.1148605036335226,115.83086643405295,68.5450266873715,Moderate
Delhi,2017-05-14,286.0664590698247,358.5072672839385,18.884969662896474,53.35207579026865,53.01202097320245,1.9644497728191224,98.72172626475947,239.8142358236788,Very Poor
Ahmedabad,2017-05-15,222.7489321964788,321.96135336700695,78.54326001349911,82.269105010882,40.56657055144399,1.8863504229138495,15.6755387324581,187.12875501922065,Unhealthy
Mumbai,2017-05-16,31.03950718318165,139.82003133537805,74.39362380617494,24.446027610186682,36.23698768039462,2.3309765951760837,13.734057644437872,48.67517414857268,Good
Kolkata,2017-05-17,224.68662800831885,261.6504918983071,13.646151593546328,43.741012778441004,48.743801087750356,1.9901290962404408,16.03708761111224,172.25493118388738,Unhealthy
Bengaluru,2017-05-18,109.34813250811158,235.3962988892064,7.775572603661947,57.70159027856424,17.650486050823666,0.7411337715545576,18.464852179213008,111.2164554955961,Unhealthy
Kolkata,2017-05-19,168.47423713777204,240.21873978251466,35.33640872613881,55.794220754677255,49.21873386704937,1.576802980761575,82.78206925885956,154.41670245262858,Unhealthy
Kolkata,2017-05-20,195.24958540236256,329.2864701554288,51.18973911367284,28.636757980290703,6.3420429856095915,2.2401977478018598,12.339635193542584,168.81368956900462,Unhealthy
Ahmedabad,2017-05-21,71.9324146814823,135.68735927024392,74.94424320689397,15.602376459797682,5.521698849567394,0.6053676719544572,19.739775167497996,68.6118718742693,Moderate
Hyderabad,2017-05-22,154.36517368509448,252.21593853566628,70.52578356397541,88.72667753594361,47.255037762548504,1.3355335643346675,56.34927025047772,147.7682963533704,Unhealthy
Kolkata,2017-05-23,225.03610601170064,235.50459669771772,40.04830749032394,33.760230116390574,51.905200193054576,1.9311066304684839,74.80193879179843,177.95538311539264,Unhealthy
Pune,2017-05-24,25.004701725355865,173.28583628840028,37.082985030189676,40.74613177277453,42.38060054811884,0.9365077757301283,114.49573023452479,74.1332773445404,Moderate
Kolkata,2017-05-25,92.51514244850783,184.91273450476217,78.67478863100612,80.73591825052023,38.04391455432089,2.3074479343505407,118.81034007946948,115.07577796615227,Unhealthy
Ahmedabad,2017-05-26,297.52721531835346,339.9612535120355,75.70488306013442,61.97173191938948,38.42552371833725,1.5253770220330172,35.373679288953454,230.02776741131348,Very Poor
Mumbai,2017-05-27,127.54537121754989,142.6878424572758,76.79526972374943,76.09645566351728,49.04233279214313,1.7595558459923062,33.795642534020885,106.67902817338602,Unhealthy
Delhi,2017-05-28,279.77063929465965,429.0577344651606,18.042143691461547,41.699361512212704,46.70311616372502,1.8920412361075845,26.928549697384057,235.25251263106003,Very Poor
Pune,2017-05-29,149.74660950037358,246.9578431112902,61.09037030691714,12.789212818705993,54.220679267531196,2.2202536328358473,60.3175307551078,137.607300805337,Unhealthy
Pune,2017-05-30,94.3680119248377,122.50010090443028,71.65610599017329,86.45211985838027,52.417018949599786,2.1190321494497564,82.0766178702924,96.74456170320141,Moderate
Kolkata,2017-05-31,225.85954326656676,275.25427774742053,23.94868204706638,10.406571185442077,43.26428610673626,0.5975671633463462,68.58627713408383,182.73853972812844,Unhealthy
Kolkata,2017-06-01,81.65129654594718,187.3075234582906,10.709814461772513,78.0965531239015,32.23305898576859,1.461173154653296,75.16485631254693,101.12977953953124,Unhealthy
Mumbai,2017-06-02,179.96930373748074,282.6649851523998,45.78341809980494,79.15943042458788,45.36504554245359,1.5425206243608298,105.49768844567016,175.53312963081316,Unhealthy
Chennai,2017-06-03,258.16288414638774,389.5840722807601,58.12722325362761,76.96106626909376,43.3609303918106,1.8602815435206008,78.04725160367028,230.30381347698932,Very Poor
Hyderabad,2017-06-04,72.98203113980165,206.4112297276507,77.09864661386806,47.23760070159869,53.34893141254724,0.5102903415094295,100.19416091489101,102.53585376856904,Unhealthy
Kolkata,2017-06-05,228.18231176165017,260.6886972084133,66.34752680892967,76.57073423661936,32.91072535684599,0.5127717434336672,41.574194649240404,182.20080767601777,Unhealthy
Hyderabad,2017-06-06,111.40140142092203,199.77960514415815,13.688289258519324,40.1356289589439,5.498982255899873,2.1373588409996835,24.12935899025105,104.49605643323726,Unhealthy
Bengaluru,2017-06-07,233.08781270056784,318.8651337152233,77.2244002894246,37.34977328309489,39.79420412236715,2.364056211020035,21.27607007897472,188.307124437433,Unhealthy
Chennai,2017-06-08,68.65097308611871,186.57054828185727,76.04734161922535,23.310206954581787,47.40413608926745,1.9171440092052587,62.09312772785974,86.38924244046095,Moderate
Hyderabad,2017-06-09,193.8563449748936,210.2602297086454,70.36526046142822,87.87911753419175,58.28828204071303,1.9993036634858494,24.309486414369516,152.63002746546897,Unhealthy
Kolkata,2017-06-10,127.4114329135741,146.5990931539359,66.61347105555808,39.746682339097966,50.03321038464016,1.0050174993767644,10.113242783019674,99.02285187808798,Moderate
Mumbai,2017-06-11,96.61546655886644,246.212896580946,36.96359766769797,46.11096194637404,13.999310165541806,2.0896190974998587,86.30504483596376,119.42241775745256,Unhealthy
Chennai,2017-06-12,255.18520610829214,373.38039531064476,22.254026227357542,20.506810112750244,52.74298773927611,2.426473306880264,13.443254512226787,207.0080140299954,Very Poor
Kolkata,2017-06-13,284.2124576469277,352.9742820165848,52.889446074806415,41.80755183702354,20.08183612917685,2.4679552959196567,55.026740694654734,227.88718854941413,Very Poor
Chennai,2017-06-14,222.83834833195274,337.25553001628776,20.02693576615345,79.44982507924249,44.32082221112362,1.6255005726867653,61.8685706112764,199.18897679941344,Unhealthy
